Sentence-1,Sentence-2,Similarity
"6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information to be disclosed pursuant to paragraphs 1 to 4 of this article.';",0.7168117414430621
"6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.","'6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.",1.0
"6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.';",0.8448951934138225
"6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.",0.8448951934138225
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their objectives as referred to in paragraph 4a of this article and the differences between them as well as the objective that disclosures are to be accurate, fair, clear, not misleading, simple and concise and, where necessary to achieve that objective, shall develop draft amendments to the regulatory technical standards referred to in paragraph 5 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their objectives as referred to in paragraph 4a of this article and the differences between them as well as the objective that disclosures are to be accurate, fair, clear, not misleading, simple and concise and, where necessary to achieve that objective, shall develop draft amendments to the regulatory technical standards referred to in paragraph 5 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation.",1.0
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their objectives as referred to in paragraph 4a of this article and the differences between them as well as the objective that disclosures are to be accurate, fair, clear, not misleading, simple and concise and, where necessary to achieve that objective, shall develop draft amendments to the regulatory technical standards referred to in paragraph 5 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them and, where necessary, shall develop draft amendments to the regulatory technical standards referred to in paragraph 4 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.",0.8400270899517711
"2. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content of the information referred to in points (a) and (b) of the first subparagraph of paragraph 1, and the presentation requirements referred to in the second subparagraph of that paragraph.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 2a of this article.",0.6732659197175014
"2. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content of the information referred to in points (a) and (b) of the first subparagraph of paragraph 1, and the presentation requirements referred to in the second subparagraph of that paragraph.","'6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.",0.6732659197175014
"2. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content of the information referred to in points (a) and (b) of the first subparagraph of paragraph 1, and the presentation requirements referred to in the second subparagraph of that paragraph.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.';",0.7805762461708562
"2. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content of the information referred to in points (a) and (b) of the first subparagraph of paragraph 1, and the presentation requirements referred to in the second subparagraph of that paragraph.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.",0.7805762461708562
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives as referred to in paragraph 1 and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and the differences between them, as well as the objective that disclosures are to be accurate, fair, clear, not misleading, simple and concise and, where necessary to achieve that objective, shall develop draft amendments to the regulatory technical standards referred to in paragraph 3 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation.",0.578079409919428
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives as referred to in paragraph 1 and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.",the esas shall submit the draft regulatory technical standards referred to in the first subparagraph to the commission:,0.5399381812901607
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives as referred to in paragraph 1 and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their objectives as referred to in paragraph 4a of this article and the differences between them as well as the objective that disclosures are to be accurate, fair, clear, not misleading, simple and concise and, where necessary to achieve that objective, shall develop draft amendments to the regulatory technical standards referred to in paragraph 5 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation.",0.5672905971498473
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives as referred to in paragraph 1 and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them and, where necessary, shall develop draft amendments to the regulatory technical standards referred to in paragraph 4 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.",0.7675882357905481
"for a financial product subject to article 5 of regulation (eu) 2020/852, the information required under that article;","'2a. where financial market participants make available a financial product as referred to in article 6 of regulation (eu) 2020/852 of the european parliament and of the council (*1), they shall include in the information to be disclosed pursuant to article 6(1) and (3) of this regulation the information required under article 6 of regulation (eu) 2020/852.",0.6931447006015417
"for a financial product subject to article 5 of regulation (eu) 2020/852, the information required under that article;",'4a. financial market participants shall include in the information to be disclosed pursuant to article 6(1) and (3) of this regulation the information required under article 5 of regulation (eu) 2020/852.';,0.605543274328538
"for a financial product subject to article 5 of regulation (eu) 2020/852, the information required under that article;","for a financial product subject to article 5 of regulation (eu) 2020/852, the information required under that article;",1.0
"for a financial product subject to article 5 of regulation (eu) 2020/852, the information required under that article;","for a financial product subject to article 6 of regulation (eu) 2020/852, the information required under that article.';",1.0
"for a financial product subject to article 6 of regulation (eu) 2020/852, the information required under that article.","'2a. where financial market participants make available a financial product as referred to in article 6 of regulation (eu) 2020/852 of the european parliament and of the council (*1), they shall include in the information to be disclosed pursuant to article 6(1) and (3) of this regulation the information required under article 6 of regulation (eu) 2020/852.",0.6931447006015417
"for a financial product subject to article 6 of regulation (eu) 2020/852, the information required under that article.",'4a. financial market participants shall include in the information to be disclosed pursuant to article 6(1) and (3) of this regulation the information required under article 5 of regulation (eu) 2020/852.';,0.605543274328538
"for a financial product subject to article 6 of regulation (eu) 2020/852, the information required under that article.","for a financial product subject to article 5 of regulation (eu) 2020/852, the information required under that article;",1.0
"for a financial product subject to article 6 of regulation (eu) 2020/852, the information required under that article.","for a financial product subject to article 6 of regulation (eu) 2020/852, the information required under that article.';",1.0
"3. for the purposes of paragraph 1 of this article, financial market participants may use the information in management reports in accordance with article 19 of directive 2013/34/eu or the information in non‐financial statements in accordance with article 19a of that directive where appropriate.","3. if an undertaking publishes non-financial information pursuant to article 19a or article 29a of directive 2013/34/eu in a separate report in accordance with article 19a(4) or article 29a(4) of that directive, the information referred to in paragraphs 1 and 2 of this article shall be published in that separate report.",0.5213393596118361
"4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.","'3. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information to be disclosed pursuant to paragraphs 1 and 2 of this article.';",0.6701665996645958
"4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 2a of this article.",0.8448951934138225
"4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information to be disclosed pursuant to paragraphs 1 to 4 of this article.';",0.6701665996645958
"4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.","'6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.",0.8448951934138225
"4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.';",0.9999999999999999
"4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.",0.9999999999999999
"when developing the draft regulatory technical standards referred to in the first subparagraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and the differences between them, as well as the objective that disclosures are to be accurate, fair, clear, not misleading, simple and concise and, where necessary to achieve that objective, shall develop draft amendments to the regulatory technical standards referred to in paragraph 3 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation.",0.5413929574133276
"when developing the draft regulatory technical standards referred to in the first subparagraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.",the esas shall submit the draft regulatory technical standards referred to in the first subparagraph to the commission:,0.5527497003986156
"when developing the draft regulatory technical standards referred to in the first subparagraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them and, where necessary, shall develop draft amendments to the regulatory technical standards referred to in paragraph 4 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.",0.7509372087032699
"5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.","'3. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information to be disclosed pursuant to paragraphs 1 and 2 of this article.';",0.6701665996645958
"5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 2a of this article.",0.8448951934138225
"5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information to be disclosed pursuant to paragraphs 1 to 4 of this article.';",0.6701665996645958
"5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.","'6. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in paragraph 4a of this article.",0.8448951934138225
"5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.","'4. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (a) and (b) of paragraph 1.';",0.9999999999999999
"5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.","'5. the esas shall, through the joint committee, develop draft regulatory technical standards to specify the details of the content and presentation of the information referred to in points (c) and (d) of paragraph 1.",0.9999999999999999
"when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them and, where necessary, shall develop draft amendments to the regulatory technical standards referred to in paragraph 4 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.","when developing the draft regulatory technical standards referred to in the first subparagraph of this paragraph, the esas shall take into account the various types of financial products, their characteristics and objectives and the differences between them and, where necessary, shall develop draft amendments to the regulatory technical standards referred to in paragraph 4 of this article. the draft regulatory technical standards shall take into account the respective dates of application set out in points (a) and (b) of article 27(2) of regulation (eu) 2020/852 in respect of the environmental objectives set out in article 9 of that regulation. the esas shall update the regulatory technical standards in the light of regulatory and technological developments.",1.0
"power is delegated to the commission to adopt the implementing technical standards referred to in the first subparagraph in accordance with article 15 of regulations (eu) no 1093/2010, (eu) no 1094/2010 and (eu) no 1095/2010.","3. power is delegated to the commission to supplement this regulation by adopting the regulatory technical standards referred to in paragraph 1 of this article in accordance with articles 10 to 14 of regulations (eu) no 1093/2010, (eu) no 1094/2010 and (eu) no 1095/2010.';",0.7200268629257951
"power is delegated to the commission to adopt the implementing technical standards referred to in the first subparagraph in accordance with article 15 of regulations (eu) no 1093/2010, (eu) no 1094/2010 and (eu) no 1095/2010.","power is delegated to the commission to supplement this regulation by adopting the regulatory technical standards referred to in the first subparagraph of this paragraph in accordance with articles 10 to 14 of regulations (eu) no 1093/2010, (eu) no 1094/2010 and (eu) no 1095/2010.';",0.7200268629257952
"1. member states shall ensure that the competent authorities designated in accordance with sectoral legislation, in particular the sectoral legislation referred to in article 6(3) of this regulation, and in accordance with directive 2013/36/eu, monitor the compliance of financial market participants and financial advisers with the requirements of this regulation. the competent authorities shall have all the supervisory and investigatory powers that are necessary for the exercise of their functions under this regulation.","1. member states shall ensure that the competent authorities referred to in article 14(1) of regulation (eu) 2019/2088 monitor the compliance of financial market participants with the requirements laid down in articles 5, 6 and 7 of this regulation. member states shall ensure that their competent authorities have all the necessary supervisory and investigatory powers for the exercise of their functions under this regulation.",0.64181384271884
"2. for the purposes of this regulation, the competent authorities shall cooperate with each other and shall provide each other, without undue delay, with such information as is relevant for the purposes of carrying out their duties under this regulation.","2. for the purposes of this regulation, the competent authorities shall cooperate with each other and shall provide each other, without undue delay, with such information as is relevant for the purposes of carrying out their duties under this regulation.",1.0000000000000002
"2. insurance intermediaries shall communicate the information referred to in article 3, article 4(5), article 5, article 6 and the first subparagraph of article 10(1), of this regulation in accordance with article 23 of directive (eu) 2016/97.","3. if an undertaking publishes non-financial information pursuant to article 19a or article 29a of directive 2013/34/eu in a separate report in accordance with article 19a(4) or article 29a(4) of that directive, the information referred to in paragraphs 1 and 2 of this article shall be published in that separate report.",0.5288080261506269
1. this regulation shall enter into force on the twentieth day following that of its publication in the official journal of the european union.,1. this regulation shall enter into force on the twentieth day following that of its publication in the official journal of the european union.,1.0000000000000002
"articles 4(6) and (7), 8(3), 9(5), 10(2), 11(4) and 13(2) shall apply from 29 december 2019;","articles 4(6) and (7), 8(3), 9(5), 10(2), 11(4) and 13(2) shall apply from 29 december 2019;",1.0
"in respect of the environmental objectives referred to in points (a) and (b) of article 9 of regulation (eu) 2020/852, from 1 january 2022; and","in respect of the environmental objectives referred to in points (a) and (b) of article 9 of regulation (eu) 2020/852, from 1 january 2022; and",1.0000000000000002
"in respect of the environmental objectives referred to in points (a) and (b) of article 9 of regulation (eu) 2020/852, from 1 january 2022; and","in respect of the environmental objectives referred to in points (c) to (f) of article 9 of regulation (eu) 2020/852, from 1 january 2023;",0.8477624970048977
"in respect of the environmental objectives referred to in points (a) and (b) of article 9 of regulation (eu) 2020/852, from 1 january 2022; and",in respect of the environmental objectives referred to in points (a) and (b) of article 9 from 1 january 2022; and,0.7092972666062739
"in respect of the environmental objectives referred to in points (a) and (b) of article 9 of regulation (eu) 2020/852, from 1 january 2022; and",in respect of the environmental objectives referred to in points (c) to (f) of article 9 from 1 january 2023.,0.568760612567123
"in respect of the environmental objectives referred to in points (c) to (f) of article 9 of regulation (eu) 2020/852, from 1 january 2023;","in respect of the environmental objectives referred to in points (c) to (f) of article 9 of regulation (eu) 2020/852, from 1 january 2023;",1.0000000000000002
"in respect of the environmental objectives referred to in points (c) to (f) of article 9 of regulation (eu) 2020/852, from 1 january 2023;",in respect of the environmental objectives referred to in points (a) and (b) of article 9 from 1 january 2022; and,0.568760612567123
"in respect of the environmental objectives referred to in points (c) to (f) of article 9 of regulation (eu) 2020/852, from 1 january 2023;",in respect of the environmental objectives referred to in points (c) to (f) of article 9 from 1 january 2023.,0.7092972666062739
"(1) regulation (eu) no 1286/2014 of the european parliament and of the council of 26 november 2014 on key information documents for packaged retail and insurance-based investment products (priips) (oj l 352, 9.12.2014, p. 1).","(66) regulation (eu) no 1286/2014 of the european parliament and of the council of 26 november 2014 on key information documents for packaged retail and insurance-based investment products (priips) (oj l 352, 9.12.2014, p. 1).",0.9686192481355466
"(2) regulation (eu) 2020/852 of the european parliament and of the council of 18 june 2020 on the establishment of a framework to facilitate sustainable investment, and amending regulation (eu) 2019/2088 (oj l 198, 22.6.2020, p. 13).","on the establishment of a framework to facilitate sustainable investment, and amending regulation (eu) 2019/2088",0.5186534908919196
"(2) regulation (eu) 2020/852 of the european parliament and of the council of 18 june 2020 on the establishment of a framework to facilitate sustainable investment, and amending regulation (eu) 2019/2088 (oj l 198, 22.6.2020, p. 13).","(*1) regulation (eu) 2020/852 of the european parliament and of the council of 18 june 2020 on the establishment of a framework to facilitate sustainable investment, and amending regulation (eu) 2019/2088 (oj l 198, 22.6.2020, p. 13).';""",1.0
"having regard to the treaty on the functioning of the european union, and in particular article 114 thereof,","having regard to the treaty on the functioning of the european union, and in particular article 114 thereof,",1.0
"on 25 september 2015, the un general assembly adopted a new global sustainable development framework: the 2030 agenda for sustainable development (the '2030 agenda'), which has at its core the sustainable development goals (sdgs). the commission communication of 22 november 2016 on the next steps for a sustainable european future links the sdgs to the union policy framework to ensure that all union actions and policy initiatives, both within the union and globally, take the sdgs on board at the outset. in its conclusions of 20 june 2017, the council confirmed the commitment of the union and its member states to the implementation of the 2030 agenda in a full, coherent, comprehensive, integrated and effective manner and in close cooperation with partners and other stakeholders.","on 25 september 2015, the un general assembly adopted a new global sustainable development framework: the 2030 agenda for sustainable development (the '2030 agenda'). the 2030 agenda has at its core the sustainable development goals (sdgs) and covers the three dimensions of sustainability: economic, social and environmental. the commission communication of 22 november 2016 on the next steps for a sustainable european future links the sdgs to the union policy framework to ensure that all union actions and policy initiatives, both within the union and globally, take the sdgs on board at the outset. in its conclusions of 20 june 2017 the council confirmed the commitment of the union and its member states to the implementation of the 2030 agenda in a full, coherent, comprehensive, integrated and effective manner, in close cooperation with partners and other stakeholders. on 11 december 2019, the commission published its communication on 'the european green deal'.",0.912065640288207
"the paris agreement adopted under the united nations framework convention on climate change (the 'paris agreement'), which was approved by the union on 5 october 2016 (3) and which entered into force on 4 november 2016, seeks to strengthen the response to climate change by, inter alia, making finance flows consistent with a pathway towards low greenhouse gas emissions and climate-resilient development.","the paris agreement adopted under the united nations framework convention on climate change (the 'paris agreement') was approved by the union on 5 october 2016 (3). article 2(1)(c) of the paris agreement aims to strengthen the response to climate change by making finance flows consistent with a pathway towards low greenhouse gas emissions and climate-resilient development, among other means. in that context, on 12 december 2019, the european council adopted conclusions on climate change. in light thereof, this regulation represents a key step towards the objective of achieving a climate-neutral union by 2050.",0.6975459262880405
"in order to reach the objectives of the paris agreement and significantly reduce the risks and impacts of climate change, the global target is to hold the increase in the global average temperature to well below 2 °c above pre-industrial levels and to pursue efforts to limit the temperature increase to 1,5 °c above pre-industrial levels.","'climate change mitigation' means the process of holding the increase in the global average temperature to well below 2 °c and pursuing efforts to limit it to 1,5 °c above pre-industrial levels, as laid down in the paris agreement;",0.5349839510757746
"sustainability and the transition to a low-carbon, climate resilient, more resource-efficient and circular economy are crucial to ensuring the long-term competitiveness of the union economy. sustainability has long been central to the union project, and the treaty on european union and the treaty on the functioning of the european union (tfeu) reflect its social and environmental dimensions. there is a limited window in which to transform the culture in the financial sector towards sustainability to ensure that the global average temperature rise stays well below 2 °c. it is therefore essential that new infrastructure investments are sustainable in the long term.","sustainability and the transition to a safe, climate-neutral, climate-resilient, more resource-efficient and circular economy are crucial to ensuring the long-term competitiveness of the union economy. sustainability has long been central to the union project, and the treaty on european union and the treaty on the functioning of the european union (tfeu) reflect its social and environmental dimensions.",0.7516900982503909
"decision no 1386/2013/eu of the european parliament and of the council (4) called for an increase in private sector funding for environmental and climate-related expenditure, notably through the creation of incentives and methodologies that stimulate companies to measure the environmental costs of their business and the profits derived from using environmental services.","decision no 1386/2013/eu of the european parliament and of the council (4) calls for an increase in private sector funding for environmental and climate-related expenditure, in particular by putting in place incentives and methodologies that stimulate companies to measure the environmental costs of their business and profits derived from using environmental services.",0.8312604874211704
"achieving the sdgs in the union requires channelling capital flows towards sustainable investments. it is important to fully exploit the potential of the internal market to achieve those goals. in that context, it is crucial to remove obstacles to the efficient movement of capital into sustainable investments in the internal market and to prevent new obstacles from emerging.","achieving the sdgs in the union requires the channelling of capital flows towards sustainable investments. it is important to fully exploit the potential of the internal market to achieve those goals. in that context, it is crucial to remove obstacles to the efficient movement of capital into sustainable investments in the internal market and to prevent new obstacles from emerging.",1.0
"(*1) council decision (eu) 2016/1841 of 5 october 2016 on the conclusion, on behalf of the european union, of the paris agreement adopted under the united nations framework convention on climate change (oj l 282, 19.10.2016, p. 1).';""","(3) council decision (eu) 2016/1841 of 5 october 2016 on the conclusion, on behalf of the european union, of the paris agreement adopted under the united nations framework convention on climate change (oj l 282, 19.10.2016, p. 1).",1.0000000000000002
"(*2) regulation (eu) 2019/2088 of the european parliament and of the council of 27 november 2019 on sustainability-related disclosures in the financial services sector (oj l 317, 9.12.2019, p. 1).';""","(6) regulation (eu) 2019/2088 of the european parliament and of the council of 27 november 2019 on sustainability-related disclosures in the financial services sector (oj l 317, 9.12.2019, p. 1).",1.0000000000000004
1. the power to adopt delegated acts is conferred on the commission subject to the conditions laid down in this article.,1. the power to adopt delegated acts is conferred on the commission subject to the conditions laid down in this article.,1.0
"3. the delegations of power referred to in articles 3(2), 13(2a), 19a(2), 19c(1), 20(6), 24(2), 27(2b), 33(7), 51(6) and 54(3) may be revoked at any time by the european parliament or by the council. a decision to revoke shall put an end to the delegation of power specified in that decision. it shall take effect on the day following the publication of the decision in the official journal of the european union or on a later date specified therein. it shall not affect the validity of any delegated acts already in force.","3. the delegations of powers referred to in articles 8(4), 10(3), 11(3), 12(2), 13(2), 14(2) and 15(2) may be revoked at any time by the european parliament or by the council. a decision to revoke shall put an end to the delegation of the power specified in that decision. it shall take effect the day following the publication of the decision in the official journal of the european union or at a later date specified therein. it shall not affect the validity of any delegated acts already in force.",0.767137818304206
"4. before adopting a delegated act, the commission shall consult experts designated by each member state in accordance with the principles laid down in the interinstitutional agreement of 13 april 2016 on better law-making.","4. the commission shall gather all necessary expertise, prior to the adoption and during the development of delegated acts, including through the consultation of the experts of the member state expert group on sustainable finance referred to in article 24. before adopting a delegated act, the commission shall act in accordance with the principles and procedures laid down in the interinstitutional agreement of 13 april 2016 on better law-making.",0.5974189715440231
"5. as soon as it adopts a delegated act, the commission shall notify it simultaneously to the european parliament and to the council.","5. as soon as it adopts a delegated act, the commission shall notify it simultaneously to the european parliament and to the council.",1.0
"6. a delegated act adopted pursuant to article 3(2), 13(2a), 19a(2), 19c(1), 20(6), 24(2), 27(2b), 33(7), 51(6) or 54(3) shall enter into force only if no objection has been expressed either by the european parliament or by the council within a period of three months of notification of that act to the european parliament and to the council or if, before the expiry of that period, the european parliament and the council have both informed the commission that they will not object. that period shall be extended by three months at the initiative of the european parliament or of the council.';","6. a delegated act adopted pursuant to article 8(4), 10(3), 11(3), 12(2), 13(2), 14(2) or 15(2) shall enter into force only if no objection has been expressed either by the european parliament or by the council within a period of four months of notification of that act to the european parliament and the council or if, before the expiry of that period, the european parliament and the council have both informed the commission that they will not object. that period shall be extended by two months at the initiative of the european parliament or of the council.",0.8526196321932896
"(3) council decision (eu) 2016/1841 of 5 october 2016 on the conclusion, on behalf of the european union, of the paris agreement adopted under the united nations framework convention on climate change (oj l 282, 19.10.2016, p. 1).","(3) council decision (eu) 2016/1841 of 5 october 2016 on the conclusion, on behalf of the european union, of the paris agreement adopted under the united nations framework convention on climate change (oj l 282, 19.10.2016, p. 1).",1.0000000000000002
"(4) decision no 1386/2013/eu of the european parliament and of the council of 20 november 2013 on a general union environment action programme to 2020 'living well, within the limits of our planet' (oj l 354, 28.12.2013, p. 171).","(4) decision no 1386/2013/eu of the european parliament and of the council of 20 november 2013 on a general union environment action programme to 2020 'living well, within the limits of our planet' (oj l 354, 28.12.2013, p. 171).",1.0000000000000002
"(6) commission recommendation 2013/179/eu of 9 april 2013 on the use of common methods to measure and communicate the life cycle environmental performance of products and organisations (oj l 124, 4.5.2013, p. 1).","(57) commission recommendation 2013/179/eu of 9 april 2013 on the use of common methods to measure and communicate the life cycle environmental performance of products and organisations (oj l 124, 4.5.2013, p. 1).",0.9653119230127216
